"Carrier","Year","Total Departures","Total Passengers","Total Seats","Total Load Factor (%)","Total Passengers/Flight","Total Seats/Flight","Total Distance/Flight (sm)","Total Distance/Passenger (sm)","Total Payload (lbs)","Total Freight (lbs)","Total Mail (lbs)","Domestic Departures","Domestic Passengers","Domestic Seats","Domestic Load Factor (%)","Domestic Passengers/Flight","Domestic Seats/Flight","Domestic Distance/Flight (sm)","Domestic Distance/Passenger (sm)","Domestic Payload (lbs)","Domestic Freight (lbs)","Domestic Mail (lbs)","Outbound International Departures","Outbound International Passengers","Outbound International Seats","Outbound International Load Factor (%)","Outbound International Passengers/Flight","Outbound International Seats/Flight","Outbound International Distance/Flight (sm)","Outbound International Distance/Passenger (sm)","Outbound International Payload (lbs)","Outbound International Freight (lbs)","Outbound International Mail (lbs)","Inbound International Departures","Inbound International Passengers","Inbound International Seats","Inbound International Load Factor (%)","Inbound International Passengers/Flight","Inbound International Seats/Flight","Inbound International Distance/Flight (sm)","Inbound International Distance/Passenger (sm)","Inbound International Payload (lbs)","Inbound International Freight (lbs)","Inbound International Mail (lbs)"
"1263343 Alberta Inc. d/b/a Lynx Air","2023","1,923","207,109","363,447","57","107.70098803952","189","1,371.80395215809","1,373.22579897542","293,180,580","0","0",,,,,,,,,,,,"961","104,659","181,629","57.6","108.90634755463","189","1,371.24557752341","1,363.82709561528","146,514,060","0","0","962","102,450","181,818","56.3","106.49688149688","189","1,372.36174636175","1,382.82715470961","146,666,520","0","0"
"40-Mile Air","2023","1,068","1,066","4,256","25","0.99812734082","3.98501872659","118.30617977528","128.13602251407","1,131,378","109,761","18,856","1,068","1,066","4,256","25","0.99812734082","3.98501872659","118.30617977528","128.13602251407","1,131,378","109,761","18,856",,,,,,,,,,,,,,,,,,,,,,
"ABS JETS A.S","2023","44","118","634","18.6","2.68181818182","14.40909090909","2,636.90909090909","2,333.5593220339","266,412","25,960","0","13","50","181","27.6","3.84615384615","13.92307692308","694.69230769231","774.06","76,059","11,000","0","15","37","220","16.8","2.46666666667","14.66666666667","3,364.06666666667","3,496.75675675676","92,445","8,140","0","16","31","233","13.3","1.9375","14.5625","3,533.25","3,460.54838709677","97,908","6,820","0"
"ABSA-Aerolinhas Brasileiras","2023","957","0","0",,"0","0","2,631.9644723093",,"113,456,528","86,979,757","0","2","0","0",,"0","0","127",,"237,600","220,367","0","479","0","0",,"0","0","3,492.27766179541",,"56,793,000","36,778,874","0","476","0","0",,"0","0","1,776.75420168067",,"56,425,928","49,980,516","0"
"ABX Air Inc","2023","16,253","0","0",,"0","0","1,197.0937673045",,"1,868,748,500","1,006,208,360","0","14,306","0","0",,"0","0","1,086.29847616385",,"1,625,513,000","857,465,574","0","973","0","0",,"0","0","1,998.1901336074",,"121,555,000","70,891,592","0","974","0","0",,"0","0","2,024.16837782341",,"121,680,500","77,851,194","0"
"ACM AIR CHARTER GmbH","2023","93","174","1,302","13.4","1.87096774194","14","2,300.65591397849","2,803.71264367816","327,360","0","0","49","63","686","9.2","1.28571428571","14","322.81632653061","399.85714285714","172,480","0","0","22","56","308","18.2","2.54545454545","14","4,564.36363636364","4,409.03571428572","77,440","0","0","22","55","308","17.9","2.5","14","4,442.13636363636","3,922.70909090909","77,440","0","0"
"ADVANCED AIR, LLC","2023","7,884","43,338","84,554","51.3","5.49695585997","10.72475900558","274.50367833587","291.5131293553","16,911,000","0","0","7,870","43,272","84,401","51.3","5.49834815756","10.72439644219","273.26988564168","290.42267517101","16,880,400","0","0","6","22","56","39.3","3.66666666667","9.33333333333","857.5","856.68181818182","11,200","0","0","8","44","97","45.4","5.5","12.125","1,051","1,081.34090909091","19,400","0","0"
"AVCON JET MALTA LTD","2023","12","36","168","21.4","3","14","4,414.5","3,737.69444444444","31,200","0","0","2","14","28","50","7","14","1,625","1,625","5,200","0","0","6","18","84","21.4","3","14","5,218.5","5,188.55555555556","15,600","0","0","4","4","56","7.1","1","14","4,603.25","4,603.25","10,400","0","0"
"AXIS Aviation Switzerland AG","2023","10","46","140","32.9","4.6","14","3,424","3,266.73913043478","26,600","0","0",,,,,,,,,,,,"5","21","70","30","4.2","14","3,958.2","4,603.61904761905","13,201","0","0","5","25","70","35.7","5","14","2,889.8","2,143.76","13,399","0","0"
"Acropolis Aviation Ltd.","2023","49","288","931","30.9","5.87755102041","19","3,938.87755102041","4,005.27083333333","1,293,600","0","0",,,,,,,,,,,,"25","145","475","30.5","5.8","19","3,986.16","4,004.42068965517","660,000","0","0","24","143","456","31.4","5.95833333333","19","3,889.625","4,006.13286713287","633,600","0","0"
"Aer Lingus Plc","2023","12,415","2,584,143","3,244,764","79.6","208.14683850181","261.35835682642","3,594.21184051551","3,636.96382940108","753,424,244","52,415,595","0",,,,,,,,,,,,"6,233","1,275,559","1,630,625","78.2","204.64607733034","261.61158350714","3,591.11246590727","3,630.56965142342","373,483,913","21,306,432","0","6,182","1,308,584","1,614,139","81.1","211.67648010353","261.10304108703","3,597.33678421223","3,643.19663621136","379,940,331","31,109,163","0"
"AeroLogic GmbH","2023","3,613","0","0",,"0","0","4,715.38804317742",,"838,569,342","512,073,080","0","173","0","0",,"0","0","890.13294797688",,"40,152,918","20,642,798","0","1,721","0","0",,"0","0","4,671.45554909936",,"399,440,312","205,375,907","0","1,719","0","0",,"0","0","5,144.34496800465",,"398,976,112","286,054,375","0"
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","2023","12,995","1,851,696","2,480,202","74.7","142.49295883032","190.85817622162","1,069.38830319354","1,128.37279931479","506,419,609","1,840,727","0","4","182","728","25","45.5","182","188.75","224","146,523","0","0","6,493","941,538","1,239,317","76","145.00816263669","190.86970583706","1,069.81148929617","1,128.98952246218","253,035,109","348,417","0","6,498","909,976","1,240,157","73.4","140.03939673746","190.85210834103","1,069.50754078178","1,127.91556480611","253,237,977","1,492,310","0"
"Aerogal","2023","262","31,549","40,171","78.5","120.41603053435","153.32442748092","2,774.25954198473","2,763.2471393705","9,820,935","469,310","0",,,,,,,,,,,,"131","17,239","20,051","86","131.59541984733","153.06106870229","2,774.25954198473","2,763.95991646847","4,969,709","5,456","0","131","14,310","20,120","71.1","109.23664122137","153.58778625954","2,774.25954198473","2,762.38846960168","4,851,226","463,854","0"
"Aerolineas Argentinas","2023","1,354","282,152","358,708","78.7","208.38404726736","264.9246676514","4,609.14918759232","4,602.01894014574","76,130,380","22,302","0",,,,,,,,,,,,"677","141,526","179,892","78.7","209.04874446086","265.71935007386","4,609.14918759232","4,596.94529627065","37,980,827","6,889","0","677","140,626","178,816","78.6","207.71935007386","264.12998522895","4,609.14918759232","4,607.12505511072","38,149,553","15,413","0"
"Aerolitoral","2023","5,286","426,145","523,314","81.4","80.61766931517","99","971.81819901627","968.08712527426","121,797,284","19,382","0","12","981","1,188","82.6","81.75","99","182","182.63914373089","260,556","102","0","2,633","209,237","260,667","80.3","79.46714774022","99","973.83630839347","966.95012832338","61,630,222","3,705","0","2,641","215,927","261,459","82.6","81.75956077243","99","973.39492616433","972.75734391716","59,906,506","15,575","0"
"Aeromexico","2023","20,463","2,938,042","3,475,571","84.5","143.57826320676","169.84660118262","1,544.47339099839","1,565.41366971609","879,195,146","39,220,124","0","16","1,973","2,578","76.5","123.3125","161.125","223.5","248.07045108971","619,973","3,872","0","10,218","1,459,859","1,735,453","84.1","142.87130553924","169.8427285183","1,545.24613427285","1,565.19119928705","447,314,177","13,902,041","0","10,229","1,476,210","1,737,540","85","144.31615993743","169.86411183889","1,545.76771922964","1,567.39434565543","431,260,996","25,314,211","0"
"Aerotransportes Mas De Crga","2023","1,780","0","0",,"0","0","2,437.99550561798",,"225,098,223","166,733,292","0",,,,,,,,,,,,"881","0","0",,"0","0","2,465.88422247446",,"107,639,478","79,166,894","0","899","0","0",,"0","0","2,410.66518353726",,"117,458,745","87,566,398","0"
"Aerounion Aerotransporte de Carga Union SA de CV","2023","884","0","0",,"0","0","1,405.12104072398",,"85,571,200","54,729,424","0",,,,,,,,,,,,"443","0","0",,"0","0","1,432.76297968397",,"42,882,400","22,805,296","0","441","0","0",,"0","0","1,377.3537414966",,"42,688,800","31,924,128","0"
"Aerovias Nacl De Colombia","2023","13,504","1,991,923","2,445,232","81.5","147.50614632701","181.07464454976","1,898.73082049763","1,923.02559084864","607,935,200","31,719,397","0",,,,,,,,,,,,"6,747","981,033","1,220,864","80.4","145.4028457092","180.94916259078","1,898.7225433526","1,926.58428921351","304,659,208","6,814,609","0","6,757","1,010,890","1,224,368","82.6","149.60633417197","181.19994080213","1,898.73908539293","1,919.57199992086","303,275,992","24,904,788","0"
"Aerovias de Intergracian Regional","2023","1,543","230,889","267,960","86.2","149.63642255347","173.66169799093","1,542.00259235256","1,542.59114119772","58,747,557","393,429","0",,,,,,,,,,,,"787","117,053","136,590","85.7","148.7331639136","173.55781448539","1,541.29351969505","1,540.0116699273","29,997,855","272","0","756","113,836","131,370","86.7","150.57671957672","173.76984126984","1,542.74074074074","1,545.24350820479","28,749,702","393,157","0"
"Air Alsie A/S","2023","272","655","3,025","21.7","2.40808823529","11.12132352941","3,034.88235294118","3,412.27175572519","908,642","0","0","76","90","527","17.1","1.18421052632","6.93421052632","803.80263157895","1,085.13333333333","153,660","0","0","94","279","1,197","23.3","2.96808510638","12.73404255319","3,988.72340425532","3,885.16845878136","362,156","0","0","102","286","1,301","22","2.80392156863","12.75490196078","3,818.22549019608","3,683.26573426573","392,826","0","0"
"Air Atlanta Icelandic","2023","987","0","0",,"0","0","4,185.55015197568",,"257,118,419","146,559,798","0","32","0","0",,"0","0","258.59375",,"8,411,848","392,480","0","479","0","0",,"0","0","4,300.51774530271",,"124,212,563","52,909,054","0","476","0","0",,"0","0","4,333.85504201681",,"124,494,008","93,258,264","0"
"Air Canada","2023","49,134","6,605,176","7,946,112","83.1","134.43188016445","161.72328733667","1,507.88608702731","1,562.85990108364","2,211,056,072","73,396,453","0","404","20,852","28,584","72.9","51.61386138614","70.75247524752","688.26485148515","670.96096297717","17,893,619","1,771,531","0","24,334","3,328,661","3,953,480","84.2","136.79053998521","162.4673296622","1,523.16170789841","1,563.38991173929","1,091,045,928","38,344,644","0","24,396","3,255,663","3,964,048","82.1","133.45068863748","162.48762092146","1,506.22229053943","1,568.03047643445","1,102,116,525","33,280,278","0"
"Air Canada rouge LP","2023","14,324","2,156,633","2,498,810","86.3","150.56080703714","174.44917620776","1,393.39465233175","1,401.40675719977","569,491,663","177,588","0","22","3,358","3,728","90.1","152.63636363636","169.45454545455","273.81818181818","287.02948183443","874,398","0","0","7,130","1,072,573","1,241,812","86.4","150.43099579243","174.16718092567","1,395.56072931276","1,403.4856452661","279,304,121","118,145","0","7,172","1,080,702","1,253,270","86.2","150.68349135527","174.74484104852","1,394.67554378137","1,402.80614359925","289,313,144","59,443","0"
"Air Charter, Inc d/b/a Air Flamenco","2023","7,090","16,569","28,015","59.1","2.33695345557","3.95133991537","51.35458392102","37.91906572515","12,073,118","2,737,202","1,483,780","6,180","16,474","27,900","59","2.66569579288","4.5145631068","41.16699029126","37.57332766784","10,559,415","1,592,898","1,482,735","810","46","53","86.8","0.05679012346","0.06543209877","115.78024691358","97.73913043478","1,480,323","1,123,324","1,045","100","49","62","79","0.49","0.62","159.1","98","33,380","20,980","0"
"Air China","2023","1,383","119,987","138,991","86.3","86.75849602314","100.4996384671","5,083.08893709328","6,587.33405285573","262,555,061","191,102,260","0","346","0","0",,"0","0","3,125.36416184971",,"87,191,654","68,638,788","0","365","58,914","70,702","83.3","161.40821917808","193.70410958904","6,527.32328767123","6,558.73407000034","42,303,446","24,527,757","0","672","61,073","68,289","89.4","90.88244047619","101.62053571429","5,306.64136904762","6,614.92299379431","133,059,961","97,935,715","0"
"Air Europa","2023","1,108","310,682","357,104","87","280.39891696751","322.29602888087","4,123.72743682311","4,134.06916074958","164,396,945","6,529,065","0","3","290","333","87.1","96.66666666667","111","91.66666666667","62","470,541","8,109","0","552","152,352","178,074","85.6","276","322.59782608696","4,138.79166666667","4,135.60142302037","81,909,590","871,023","0","553","158,040","178,697","88.4","285.78661844485","323.14104882459","4,130.56419529837","4,140.06420526449","82,016,814","5,649,933","0"
"Air Excursions LLC","2023","2,037","8,173","19,211","42.5","4.01227295042","9.43102601865","40.96121747668","40.99853175089","5,337,521","266,718","224,770","2,037","8,173","19,211","42.5","4.01227295042","9.43102601865","40.96121747668","40.99853175089","5,337,521","266,718","224,770",,,,,,,,,,,,,,,,,,,,,,
"Air Hamburg Luftverkehrsgesellschaft mbH","2023","526","1,157","4,084","28.3","2.19961977186","7.76425855513","2,949.84220532319","3,450.84442523768","2,677,076","118,207","0","87","91","285","31.9","1.04597701149","3.27586206897","1,027.73563218391","1,421.85714285714","138,783","0","0","171","625","2,292","27.3","3.65497076023","13.40350877193","3,678.94152046784","3,586.9424","1,025,458","0","0","268","441","1,507","29.3","1.64552238806","5.62313432836","3,108.60074626866","3,676.64172335601","1,512,835","118,207","0"
"Air New Zealand","2023","3,013","723,414","958,095","75.5","240.09757716562","317.98705609028","6,866.70162628609","6,804.57160353546","857,711,483","177,903,309","0",,,,,,,,,,,,"1,506","347,358","479,215","72.5","230.64940239044","318.20385126162","6,874.91168658699","6,761.33797119974","419,357,493","85,674,108","0","1,507","376,056","478,880","78.5","249.53948241539","317.7704047777","6,858.49701393497","6,844.50594326377","438,353,990","92,229,201","0"
"Air Pacific Ltd.","2023","1,415","315,770","403,048","78.3","223.15901060071","284.83957597173","4,846.33427561838","5,257.04214459892","139,375,953","23,583,404","0",,,,,,,,,,,,"707","155,379","201,169","77.2","219.77227722772","284.53889674682","4,845.83026874116","5,262.29125557508","69,492,781","12,223,131","0","708","160,391","201,879","79.4","226.54096045198","285.13983050847","4,846.83757062147","5,251.95706118174","69,883,172","11,360,273","0"
"Air Senegal S.A","2023","236","38,334","61,270","62.6","162.43220338983","259.6186440678","3,842.6779661017","3,834.16862315438","14,150,609","0","0",,,,,,,,,,,,"118","16,903","30,030","56.3","143.24576271186","254.49152542373","3,842.6779661017","3,832.18044134177","6,992,505","0","0","118","21,431","31,240","68.6","181.6186440678","264.74576271186","3,842.6779661017","3,835.7367365032","7,158,104","0","0"
"Air Serbia","2023","438","87,723","103,280","84.9","200.28082191781","235.79908675799","4,511","4,511","22,507,075","4,944,931","0",,,,,,,,,,,,"219","41,812","52,160","80.2","190.92237442922","238.17351598174","4,511","4,511","9,941,817","1,571,055","0","219","45,911","51,120","89.8","209.63926940639","233.42465753425","4,511","4,511","12,565,258","3,373,876","0"
"Air Tahiti Nui","2023","1,457","354,327","431,272","82.2","243.18943033631","296","4,652.78997940975","4,694.81902310578","115,394,400","14,511,911","0",,,,,,,,,,,,"727","172,703","215,192","80.3","237.55570839065","296","4,653.94085281981","4,693.93646896696","57,578,400","7,348,455","0","730","181,624","216,080","84.1","248.8","296","4,651.64383561644","4,695.65822798749","57,816,000","7,163,456","0"
"Air Transat","2023","2,831","455,665","565,303","80.6","160.95549275874","199.6831508301","1,438.05793006005","1,427.18295238827","149,080,800","0","0",,,,,,,,,,,,"1,415","230,143","282,402","81.5","162.64522968198","199.57738515901","1,433.52155477032","1,426.42813381246","74,514,000","0","0","1,416","225,522","282,901","79.7","159.26694915254","199.78884180791","1,442.59110169492","1,427.95323737817","74,566,800","0","0"
"Air Transport International","2023","32,825","16","7","228.6","0.00048743336","0.00021325209","1,194.94915460777","1,040.5","3,944,636,600","2,244,569,007","0","32,817","16","7","228.6","0.00048755218","0.00021330408","1,194.26580735594","1,040.5","3,943,652,600","2,244,177,114","0","4","0","0",,"0","0","3,850",,"492,000","261,664","0","4","0","0",,"0","0","4,146.25",,"492,000","130,229","0"
"Air Wisconsin Airlines Corp","2023","59,210","2,469,242","2,960,500","83.4","41.70312447222","50","301.58027360243","304.26724355085","724,730,400","2,427","0","56,412","2,347,096","2,820,600","83.2","41.60632489541","50","291.47585620081","293.730584092","690,482,880","2,427","0","1,399","60,388","69,950","86.3","43.16511794139","50","505.38098641887","506.75031463205","17,123,760","0","0","1,399","61,758","69,950","88.3","44.14438884918","50","505.22087205147","506.71880566081","17,123,760","0","0"
"Alaska Airlines Inc.","2023","267,646","35,716,328","44,259,555","80.7","133.44614901773","165.36602452493","1,387.44513648625","1,483.3014846599","11,764,450,300","144,168,895","41,311,336","252,027","33,384,121","41,555,076","80.3","132.46247822654","164.8834291564","1,373.83664051868","1,473.0245994795","11,057,725,100","143,733,957","41,311,336","7,814","1,174,193","1,352,991","86.8","150.26785257231","173.14960327617","1,606.7976708472","1,633.38008998521","353,558,200","211,422","0","7,805","1,158,014","1,351,488","85.7","148.36822549648","173.15669442665","1,607.26418962204","1,627.39605566081","353,167,000","223,516","0"
"Alaska Central Express","2023","16,029","13,901","24,928","55.8","0.86724062636","1.55518123401","371.32778089712","427.62477519603","88,509,040","16,016,883","16,438,452","16,029","13,901","24,928","55.8","0.86724062636","1.55518123401","371.32778089712","427.62477519603","88,509,040","16,016,883","16,438,452",,,,,,,,,,,,,,,,,,,,,,
"Albinati Aeronautics SA","2023","46","140","548","25.5","3.04347826087","11.91304347826","3,857.52173913044","4,093.56428571429","110,492","0","0",,,,,,,,,,,,"23","75","274","27.4","3.26086956522","11.91304347826","3,763.69565217391","4,069.62666666667","55,246","0","0","23","65","274","23.7","2.82608695652","11.91304347826","3,951.34782608696","4,121.18461538462","55,246","0","0"
"Albinati aviation Limited","2023","22","62","288","21.5","2.81818181818","13.09090909091","3,783.36363636364","3,907.72580645161","57,660","0","0",,,,,,,,,,,,"11","27","144","18.8","2.45454545455","13.09090909091","4,131.36363636364","4,252.96296296296","28,830","0","0","11","35","144","24.3","3.18181818182","13.09090909091","3,435.36363636364","3,641.4","28,830","0","0"
"Alia-(The) Royal Jordanian","2023","1,593","354,753","422,145","84","222.69491525424","265","6,044.86566227244","6,046.38050418178","142,749,200","8,089,471","0",,,,,,,,,,,,"796","169,915","210,940","80.6","213.46105527638","265","6,044.85929648241","6,044.48453638584","72,674,800","2,641,398","0","797","184,838","211,205","87.5","231.91718946048","265","6,044.87202007528","6,048.12339995023","70,074,400","5,448,073","0"
"All Nippon Airways Co.","2023","10,896","1,862,670","2,376,106","78.4","170.94988986784","218.07140234949","5,586.7972650514","5,412.64062877482","1,234,146,145","350,840,325","0",,,,,,,,,,,,"5,447","914,770","1,187,072","77.1","167.94015054158","217.93133835139","5,586.5885808702","5,415.79733156969","616,830,371","123,726,387","0","5,449","947,900","1,189,034","79.7","173.95852449991","218.21141493852","5,587.00587263718","5,409.59425572318","617,315,774","227,113,938","0"
"Allegiant Air","2023","116,290","17,453,656","20,499,688","85.1","150.08733339066","176.28074640984","898.40889156419","912.99799847092","4,099,940,800","0","0","115,987","17,405,011","20,444,476","85.1","150.06001534655","176.26523662135","896.61411192634","911.09801108428","4,088,898,400","0","0","152","24,405","27,696","88.1","160.55921052632","182.21052631579","1,582.63815789474","1,590.04736734276","5,539,200","0","0","151","24,240","27,516","88.1","160.5298013245","182.22516556291","1,588.26490066225","1,595.58510726073","5,503,200","0","0"
"Alliance Executive Jets Ltd.","2023","10","39","130","30","3.9","13","3,862.6","4,185.28205128205","35,990","0","0","2","1","26","3.8","0.5","13","1,388.5","491","7,198","0","0","4","24","52","46.2","6","13","4,135.75","4,093.375","14,396","0","0","4","14","52","26.9","3.5","13","4,826.5","4,606.71428571429","14,396","0","0"
"Aloha Air Cargo","2023","12,764","0","0",,"0","0","143.15128486368",,"475,535,000","99,488,125","30,911,661","12,764","0","0",,"0","0","143.15128486368",,"475,535,000","99,488,125","30,911,661",,,,,,,,,,,,,,,,,,,,,,
"American Airlines Inc.","2023","1,144,745","164,800,066","198,615,236","83","143.9622501081","173.50172833251","1,147.46937527572","1,272.29420431786","52,710,257,900","878,264,192","61,975,548","933,815","131,299,831","158,253,433","83","140.60582770677","169.46979112565","961.90621697017","1,006.64797848064","40,757,647,500","144,510,288","34,691,745","105,494","16,645,367","20,187,461","82.5","157.78496407379","191.36122433503","1,969.76171156654","2,321.47249165489","5,978,555,200","245,538,622","12,373,637","105,436","16,854,868","20,174,342","83.5","159.8587579195","191.34206532873","1,968.201885504","2,305.54744113095","5,974,055,200","488,215,282","14,910,166"
"Amerijet International","2023","6,096","0","0",,"0","0","1,399.57250656168",,"620,372,790","346,248,217","1,019,307","3,259","0","0",,"0","0","1,530.2126419147",,"331,933,790","180,494,209","22,273","1,375","0","0",,"0","0","1,291.93527272727",,"140,165,000","74,729,892","961,620","1,462","0","0",,"0","0","1,209.58960328317",,"148,274,000","91,024,116","35,414"
"Ameristar Air Cargo","2023","704","1,269","2,820","45","1.80255681818","4.00568181818","820.265625","719.09062253743","16,046,472","1,768,470","0","614","1,269","2,820","45","2.0667752443","4.59283387622","858.42019543974","719.09062253743","14,052,398","1,537,658","0","45","0","0",,"0","0","730.77777777778",,"997,037","150,317","0","45","0","0",,"0","0","389.15555555556",,"997,037","80,495","0"
"Antonov Company","2023","150","0","0",,"0","0","2,593.24666666667",,"39,600,000","15,892,213","0","82","0","0",,"0","0","1,905.96341463415",,"21,648,000","8,276,064","0","50","0","0",,"0","0","3,499.58",,"13,200,000","5,719,863","0","18","0","0",,"0","0","3,206.61111111111",,"4,752,000","1,896,286","0"
"Asia Pacific","2023","758","0","0",,"0","0","2,466.8073878628",,"43,964,000","7,911,221","10,138,195","376","0","0",,"0","0","3,502.16489361702",,"21,808,000","2,466,137","7,644,781","191","0","0",,"0","0","1,504.47643979058",,"11,078,000","1,174,470","2,068,300","191","0","0",,"0","0","1,390.94764397906",,"11,078,000","4,270,614","425,114"
"Asiana Airlines Inc.","2023","8,935","1,289,396","1,482,263","87","144.30844991606","165.89401231114","4,237.55008393956","5,722.72179299455","1,302,315,193","484,882,856","0","2,757","0","0",,"0","0","1,544.50852375771",,"588,139,200","233,103,108","0","3,109","628,314","739,115","85","202.09520746221","237.73399807012","5,523.70569314892","5,728.77799635214","364,298,023","108,854,947","0","3,069","661,082","743,148","89","215.40632127729","242.14662756598","5,353.89345063539","5,716.96577882925","349,877,970","142,924,801","0"
"Atlas Air Inc.","2023","34,261","13,527","98,923","13.7","0.39482210093","2.88733545431","2,518.67318525437","1,398.84253714793","10,467,661,913","4,065,864,150","0","22,562","12,047","86,776","13.9","0.53395089088","3.84611293325","1,761.56883255031","1,053.01834481614","6,542,033,713","2,097,906,395","0","5,610","846","4,823","17.5","0.15080213904","0.85971479501","4,037.46631016043","4,141.17966903073","1,883,251,590","662,811,617","0","6,089","634","7,324","8.7","0.10412218755","1.20282476597","3,924.71013302677","4,310.71451104101","2,042,376,610","1,305,146,138","0"
"Austrian Airlines","2023","2,549","592,690","703,117","84.3","232.51863475873","275.840329541","4,489.54452726559","4,509.84068400007","338,038,802","29,517,466","0",,,,,,,,,,,,"1,275","297,477","351,319","84.7","233.31529411765","275.54431372549","4,489.63294117647","4,512.21036920501","169,019,401","10,303,827","0","1,274","295,213","351,798","83.9","231.72135007849","276.13657770801","4,489.45604395604","4,507.45282558695","169,019,401","19,213,639","0"
"Avcon Jet AG","2023","255","1,131","3,745","30.2","4.43529411765","14.6862745098","3,918.87450980392","3,988.7824933687","1,583,498","0","0","22","112","307","36.5","5.09090909091","13.95454545455","910.90909090909","947.82142857143","119,309","0","0","113","501","1,660","30.2","4.43362831858","14.69026548673","4,203.0796460177","4,346.50299401198","707,771","0","0","120","518","1,778","29.1","4.31666666667","14.81666666667","4,202.70833333333","4,300.30694980695","756,418","0","0"
"Aviateca, S.A.","2023","34","4,920","6,062","81.2","144.70588235294","178.29411764706","2,194","2,194","1,351,486","54,509","0",,,,,,,,,,,,"17","2,773","3,060","90.6","163.11764705882","180","2,194","2,194","720,174","0","0","17","2,147","3,002","71.5","126.29411764706","176.58823529412","2,194","2,194","631,312","54,509","0"
"Axis Aviation GmbH","2023","2","2","28","7.1","1","14","4,360.5","4,360.5","5,200","0","0",,,,,,,,,,,,"1","1","14","7.1","1","14","3,911","3,911","2,600","0","0","1","1","14","7.1","1","14","4,810","4,810","2,600","0","0"
