"ID";"Airports";"Periods";"CrossCountryFlights_1";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"EuropeTotal_22";"NorthAmerica_33"
"667";"A043590";"2011MM05";"   39153";"   38013";"   19010";"   19003";" 4472507";" 2264713";" 2207794";" 3164177";"  502854"
"668";"A043590";"2011MM06";"   38061";"   36920";"   18457";"   18463";" 4513455";" 2266956";" 2246499";" 3143255";"  546184"
"669";"A043590";"2011KW02";"  113563";"  110225";"   55106";"   55119";"13111709";" 6567439";" 6544270";" 9135579";" 1505248"
"670";"A043590";"2011MM07";"   40488";"   39555";"   19772";"   19783";" 5150896";" 2449989";" 2700907";" 3570199";"  586694"
"671";"A043590";"2011MM08";"   40566";"   39631";"   19818";"   19813";" 5057815";" 2648185";" 2409630";" 3491964";"  580401"
"672";"A043590";"2011MM09";"   38768";"   37597";"   18792";"   18805";" 4681742";" 2361577";" 2320165";" 3257385";"  533424"
"673";"A043590";"2011KW03";"  119822";"  116783";"   58382";"   58401";"14890453";" 7459751";" 7430702";"10319548";" 1700519"
"674";"A043590";"2011MM10";"   39074";"   38066";"   19040";"   19026";" 4603682";" 2326155";" 2277527";" 3183023";"  507032"
"675";"A043590";"2011MM11";"   33204";"   32324";"   16163";"   16161";" 3580181";" 1806670";" 1773511";" 2399397";"  364080"
"676";"A043590";"2011MM12";"   32424";"   31558";"   15796";"   15762";" 3534002";" 1725807";" 1808195";" 2303809";"  378635"
"677";"A043590";"2011KW04";"  104702";"  101948";"   50999";"   50949";"11717865";" 5858632";" 5859233";" 7886229";" 1249747"
"678";"A043590";"2011JJ00";"  432121";"  420245";"  210116";"  210129";"49680625";"24917978";"24762647";"33825310";" 5490807"
"679";"A043590";"2012MM01";"   31911";"   31134";"   15555";"   15579";" 3422762";" 1747950";" 1674812";" 2195330";"  352218"
"680";"A043590";"2012MM02";"   30805";"   30069";"   15035";"   15034";" 3295209";" 1619746";" 1675463";" 2177863";"  307976"
"681";"A043590";"2012MM03";"   34921";"   33871";"   16923";"   16948";" 3868093";" 1973751";" 1894342";" 2589361";"  395584"
"682";"A043590";"2012KW01";"   97637";"   95074";"   47513";"   47561";"10586064";" 5341447";" 5244617";" 6962554";" 1055778"
"683";"A043590";"2012MM04";"   36291";"   35348";"   17682";"   17666";" 4189245";" 2061795";" 2127450";" 2875204";"  448685"
"684";"A043590";"2012MM05";"   39221";"   38118";"   19060";"   19058";" 4544332";" 2285340";" 2258992";" 3199268";"  507108"
"685";"A043590";"2012MM06";"   38460";"   37449";"   18719";"   18730";" 4612845";" 2304960";" 2307885";" 3193777";"  560976"
"686";"A043590";"2012KW02";"  113972";"  110915";"   55461";"   55454";"13346422";" 6652095";" 6694327";" 9268249";" 1516769"
"687";"A043590";"2012MM07";"   40898";"   40012";"   20005";"   20007";" 5221595";" 2465269";" 2756326";" 3616378";"  595999"
"688";"A043590";"2012MM08";"   40602";"   39849";"   19921";"   19928";" 5137505";" 2687277";" 2450228";" 3513351";"  602428"
"689";"A043590";"2012MM09";"   38523";"   37488";"   18757";"   18731";" 4760439";" 2397080";" 2363359";" 3301087";"  543005"
"690";"A043590";"2012KW03";"  120023";"  117349";"   58683";"   58666";"15119539";" 7549626";" 7569913";"10430816";" 1741432"
"691";"A043590";"2012MM10";"   38645";"   37782";"   18895";"   18887";" 4643697";" 2347644";" 2296053";" 3210326";"  495683"
"692";"A043590";"2012MM11";"   32956";"   32064";"   16029";"   16035";" 3692267";" 1860056";" 1832211";" 2475265";"  362548"
"693";"A043590";"2012MM12";"   30891";"   30221";"   15130";"   15091";" 3587603";" 1753514";" 1834089";" 2300056";"  382972"
"694";"A043590";"2012KW04";"  102492";"  100067";"   50054";"   50013";"11923567";" 5961214";" 5962353";" 7985647";" 1241203"
"695";"A043590";"2012JJ00";"  434124";"  423405";"  211711";"  211694";"50975592";"25504382";"25471210";"34647266";" 5555182"
"696";"A043590";"2013MM01";"   30705";"   29949";"   14953";"   14996";" 3386231";" 1718718";" 1667513";" 2116044";"  354728"
"697";"A043590";"2013MM02";"   29469";"   28706";"   14356";"   14350";" 3265809";" 1619700";" 1646109";" 2150859";"  296501"
"698";"A043590";"2013MM03";"   33873";"   32989";"   16489";"   16500";" 3968009";" 2004006";" 1964003";" 2632427";"  401860"
"699";"A043590";"2013KW01";"   94047";"   91644";"   45798";"   45846";"10620049";" 5342424";" 5277625";" 6899330";" 1053089"
"700";"A043590";"2013MM04";"   36889";"   35990";"   17998";"   17992";" 4332719";" 2124194";" 2208525";" 2967311";"  468365"
"701";"A043590";"2013MM05";"   40101";"   39002";"   19494";"   19508";" 4864335";" 2457244";" 2407091";" 3431310";"  545695"
"702";"A043590";"2013MM06";"   38857";"   37816";"   18912";"   18904";" 4855577";" 2420261";" 2435316";" 3336400";"  595426"
"703";"A043590";"2013KW02";"  115847";"  112808";"   56404";"   56404";"14052631";" 7001699";" 7050932";" 9735021";" 1609486"
"704";"A043590";"2013MM07";"   41018";"   40125";"   20056";"   20069";" 5322568";" 2519776";" 2802792";" 3674591";"  619607"
"705";"A043590";"2013MM08";"   40786";"   40004";"   20000";"   20004";" 5333474";" 2785074";" 2548400";" 3631055";"  641256"
"706";"A043590";"2013MM09";"   39355";"   38274";"   19148";"   19126";" 4897174";" 2462704";" 2434470";" 3409623";"  560859"
"707";"A043590";"2013KW03";"  121159";"  118403";"   59204";"   59199";"15553216";" 7767554";" 7785662";"10715269";" 1821722"
"708";"A043590";"2013MM10";"   39234";"   38308";"   19153";"   19155";" 4745696";" 2389293";" 2356403";" 3304504";"  510374"
"709";"A043590";"2013MM11";"   33461";"   32622";"   16315";"   16307";" 3772625";" 1900072";" 1872553";" 2552602";"  366656"
"710";"A043590";"2013MM12";"   32455";"   31780";"   15919";"   15861";" 3783482";" 1856353";" 1927129";" 2464710";"  401980"
"711";"A043590";"2013KW04";"  105150";"  102710";"   51387";"   51323";"12301803";" 6145718";" 6156085";" 8321816";" 1279010"
"712";"A043590";"2013JJ00";"  436203";"  425565";"  212793";"  212772";"52527699";"26257395";"26270304";"35671436";" 5763307"
"713";"A043590";"2014MM01";"   32093";"   31392";"   15670";"   15722";" 3616552";" 1827701";" 1788851";" 2301528";"  363828"
"714";"A043590";"2014MM02";"   30200";"   29450";"   14721";"   14729";" 3435592";" 1696356";" 1739236";" 2289187";"  302449"
"715";"A043590";"2014MM03";"   35021";"   34033";"   17024";"   17009";" 4076472";" 2066733";" 2009739";" 2744289";"  392758"
"716";"A043590";"2014KW01";"   97314";"   94875";"   47415";"   47460";"11128616";" 5590790";" 5537826";" 7335004";" 1059035"
"717";"A043590";"2014MM04";"   37505";"   36630";"   18312";"   18318";" 4560642";" 2226261";" 2334381";" 3168885";"  455864"
"718";"A043590";"2014MM05";"   40531";"   39493";"   19738";"   19755";" 4987951";" 2516085";" 2471866";" 3537385";"  541965"
"719";"A043590";"2014MM06";"   39885";"   38789";"   19401";"   19388";" 5032637";" 2539668";" 2492969";" 3539691";"  578705"
"720";"A043590";"2014KW02";"  117921";"  114912";"   57451";"   57461";"14581230";" 7282014";" 7299216";"10245961";" 1576534"
"721";"A043590";"2014MM07";"   42105";"   41227";"   20607";"   20620";" 5455674";" 2558772";" 2896902";" 3853130";"  585785"
"722";"A043590";"2014MM08";"   42259";"   41427";"   20715";"   20712";" 5618436";" 2934411";" 2684025";" 3902345";"  617576"
"723";"A043590";"2014MM09";"   40680";"   39685";"   19849";"   19836";" 5185505";" 2600130";" 2585375";" 3650216";"  578497"
"724";"A043590";"2014KW03";"  125044";"  122339";"   61171";"   61168";"16259615";" 8093313";" 8166302";"11405691";" 1781858"
"725";"A043590";"2014MM10";"   40786";"   39756";"   19878";"   19878";" 5023568";" 2535869";" 2487699";" 3546449";"  526499"
"726";"A043590";"2014MM11";"   34397";"   33554";"   16787";"   16767";" 3972843";" 1995290";" 1977553";" 2719549";"  384072"
"727";"A043590";"2014MM12";"   33545";"   32859";"   16452";"   16407";" 3974662";" 1956860";" 2017802";" 2650810";"  407761"
"728";"A043590";"2014KW04";"  108728";"  106169";"   53117";"   53052";"12971073";" 6488019";" 6483054";" 8916808";" 1318332"
"729";"A043590";"2014JJ00";"  449007";"  438295";"  219154";"  219141";"54940534";"27454136";"27486398";"37903464";" 5735759"
"730";"A043590";"2015MM01";"   32746";"   32032";"   15985";"   16047";" 3719441";" 1874235";" 1845206";" 2407878";"  373946"
"731";"A043590";"2015MM02";"   31365";"   30607";"   15298";"   15309";" 3602644";" 1782456";" 1820188";" 2458211";"  308215"
"732";"A043590";"2015MM03";"   35498";"   34599";"   17310";"   17289";" 4194059";" 2130477";" 2063582";" 2870299";"  402484"
"733";"A043590";"2015KW01";"   99609";"   97238";"   48593";"   48645";"11516144";" 5787168";" 5728976";" 7736388";" 1084645"
"734";"A043590";"2015MM04";"   38460";"   37602";"   18797";"   18805";" 4769994";" 2333141";" 2436853";" 3365931";"  485299"
"735";"A043590";"2015MM05";"   42132";"   41072";"   20535";"   20537";" 5380588";" 2707937";" 2672651";" 3880734";"  579116"
"736";"A043590";"2015MM06";"   41273";"   40066";"   20035";"   20031";" 5321300";" 2660014";" 2661286";" 3781882";"  608987"
"737";"A043590";"2015KW02";"  121865";"  118740";"   59367";"   59373";"15471882";" 7701092";" 7770790";"11028547";" 1673402"
"738";"A043590";"2015MM07";"   43503";"   42494";"   21239";"   21255";" 5914428";" 2790465";" 3123963";" 4197398";"  626486"
"739";"A043590";"2015MM08";"   43212";"   42339";"   21176";"   21163";" 5937238";" 3107242";" 2829996";" 4150650";"  648241"
"740";"A043590";"2015MM09";"   41616";"   40558";"   20286";"   20272";" 5466239";" 2737082";" 2729157";" 3868276";"  603797"
"741";"A043590";"2015KW03";"  128331";"  125391";"   62701";"   62690";"17317905";" 8634789";" 8683116";"12216324";" 1878524"
"742";"A043590";"2015MM10";"   41305";"   40241";"   20108";"   20133";" 5326372";" 2678899";" 2647473";" 3768179";"  566462"
"743";"A043590";"2015MM11";"   35487";"   34454";"   17243";"   17211";" 4325395";" 2169687";" 2155708";" 3016712";"  400208"
"744";"A043590";"2015MM12";"   35520";"   34609";"   17313";"   17296";" 4287593";" 2116536";" 2171057";" 2916811";"  418629"
"745";"A043590";"2015KW04";"  112312";"  109304";"   54664";"   54640";"13939360";" 6965122";" 6974238";" 9701702";" 1385299"
"746";"A043590";"2015JJ00";"  462117";"  450673";"  225325";"  225348";"58245291";"29088171";"29157120";"40682961";" 6021870"
"747";"A043590";"2016MM01";"   34003";"   33151";"   16567";"   16584";" 4108820";" 2067977";" 2040843";" 2745595";"  384878"
"748";"A043590";"2016MM02";"   33832";"   32959";"   16478";"   16481";" 4095405";" 2024205";" 2071200";" 2880353";"  330153"
"749";"A043590";"2016MM03";"   37962";"   36903";"   18447";"   18456";" 4745869";" 2397134";" 2348735";" 3326928";"  444948"
"750";"A043590";"2016KW01";"  105797";"  103013";"   51492";"   51521";"12950094";" 6489316";" 6460778";" 8952876";" 1159979"
"751";"A043590";"2016MM04";"   40914";"   39780";"   19885";"   19895";" 5243473";" 2545683";" 2697790";" 3736412";"  537697"
"752";"A043590";"2016MM05";"   44671";"   43419";"   21719";"   21700";" 5732006";" 2913429";" 2818577";" 4195512";"  593176"
"753";"A043590";"2016MM06";"   43613";"   42418";"   21208";"   21210";" 5736839";" 2872561";" 2864278";" 4189124";"  603626"
"754";"A043590";"2016KW02";"  129198";"  125617";"   62812";"   62805";"16712318";" 8331673";" 8380645";"12121048";" 1734499"
"755";"A043590";"2016MM07";"   46406";"   45260";"   22620";"   22640";" 6370808";" 2995564";" 3375244";" 4578516";"  632783"
"756";"A043590";"2016MM08";"   46592";"   45703";"   22852";"   22851";" 6402126";" 3347204";" 3054922";" 4572032";"  642188"
"757";"A043590";"2016MM09";"   44323";"   43186";"   21589";"   21597";" 5866487";" 2943433";" 2923054";" 4217956";"  602732"
"758";"A043590";"2016KW03";"  137321";"  134149";"   67061";"   67088";"18639421";" 9286201";" 9353220";"13368504";" 1877703"
"759";"A043590";"2016MM10";"   44334";"   43389";"   21699";"   21690";" 5782773";" 2921833";" 2860940";" 4148178";"  574585"
"760";"A043590";"2016MM11";"   37289";"   36325";"   18165";"   18160";" 4694112";" 2353958";" 2340154";" 3286965";"  414007"
"761";"A043590";"2016MM12";"   37131";"   36371";"   18198";"   18173";" 4747645";" 2333003";" 2414642";" 3242654";"  448810"
"762";"A043590";"2016KW04";"  118754";"  116085";"   58062";"   58023";"15224530";" 7608794";" 7615736";"10677797";" 1437402"
"763";"A043590";"2016JJ00";"  491070";"  478864";"  239427";"  239437";"63526363";"31715984";"31810379";"45120225";" 6209583"
"764";"A043590";"2017MM01";"   36373";"   35663";"   17826";"   17837";" 4559527";" 2310862";" 2248665";" 3060824";"  415992"
"765";"A043590";"2017MM02";"   34292";"   33400";"   16697";"   16703";" 4324272";" 2129390";" 2194882";" 3013325";"  347868"
"766";"A043590";"2017MM03";"   40468";"   39436";"   19713";"   19723";" 5161224";" 2622918";" 2538306";" 3625271";"  465218"
"767";"A043590";"2017KW01";"  111133";"  108499";"   54236";"   54263";"14045023";" 7063170";" 6981853";" 9699420";" 1229078"
"768";"A043590";"2017MM04";"   42894";"   41873";"   20936";"   20937";" 5837225";" 2859626";" 2977599";" 4146176";"  602264"
"769";"A043590";"2017MM05";"   46630";"   45418";"   22714";"   22704";" 6207951";" 3134261";" 3073690";" 4502206";"  652156"
