Carrier,Year,Total Departures,Total Passengers,Total Seats,Total Load Factor (%),Total Passengers/Flight,Total Seats/Flight,Total Distance/Flight (sm),Total Distance/Passenger (sm),Total Payload (lbs),Total Freight (lbs),Total Mail (lbs),Domestic Departures,Domestic Passengers,Domestic Seats,Domestic Load Factor (%),Domestic Passengers/Flight,Domestic Seats/Flight,Domestic Distance/Flight (sm),Domestic Distance/Passenger (sm),Domestic Payload (lbs),Domestic Freight (lbs),Domestic Mail (lbs),Outbound International Departures,Outbound International Passengers,Outbound International Seats,Outbound International Load Factor (%),Outbound International Passengers/Flight,Outbound International Seats/Flight,Outbound International Distance/Flight (sm),Outbound International Distance/Passenger (sm),Outbound International Payload (lbs),Outbound International Freight (lbs),Outbound International Mail (lbs),Inbound International Departures,Inbound International Passengers,Inbound International Seats,Inbound International Load Factor (%),Inbound International Passengers/Flight,Inbound International Seats/Flight,Inbound International Distance/Flight (sm),Inbound International Distance/Passenger (sm),Inbound International Payload (lbs),Inbound International Freight (lbs),Inbound International Mail (lbs)
British Airways Plc,2023,"30,239.00","7,302,449.00","8,811,499.00",82.9,241.49,291.4,"4,247.06","4,294.50","3,087,524,048.00","414,006,458.00",0,0,0,0,0,0,0,0,0,0,0,0,"15,097.00","3,637,570.00","4,399,397.00",82.7,240.95,291.41,"4,247.12","4,293.51","1,532,141,833.00","115,081,205.00",0,"15,142.00","3,664,879.00","4,412,102.00",83.1,242.03,291.38,"4,246.99","4,295.49","1,555,382,215.00","298,925,253.00",0
Brussels Airlines N.V.,2023,857,"198,359.00","245,161.00",80.9,231.46,286.07,"3,725.28","3,725.49","79,761,847.00","10,196,039.00",0,0,0,0,0,0,0,0,0,0,0,0,428,"97,111.00","122,256.00",79.4,226.89,285.64,"3,725.35","3,725.31","39,834,388.00","3,001,038.00",0,429,"101,248.00","122,905.00",82.4,236.01,286.49,"3,725.22","3,725.67","39,927,459.00","7,195,001.00",0
CAT Aviation,2023,41,113,518,21.8,2.76,12.63,"4,493.56","4,561.12","106,722.00",0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,239,16.3,2.05,12.58,"4,397.00","4,658.77","49,457.00",0,0,22,74,279,26.5,3.36,12.68,"4,576.95","4,509.66","57,265.00",0,0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,2023,"24,689.00","336,303.00","684,491.00",49.1,13.62,27.72,346.62,341.41,"177,622,870.00",0,0,"24,587.00","335,715.00","683,002.00",49.2,13.65,27.78,344.77,340.55,"177,098,170.00",0,0,51,352,736,47.8,6.9,14.43,914.06,895.07,"259,900.00",0,0,51,236,753,31.3,4.63,14.76,672.18,751.48,"264,800.00",0,0
Cargojet Airways Ltd.,2023,"9,770.00",0,0,0,0,0,"1,318.97",0,"997,722,844.00","505,559,251.00",0,1,0,0,0,0,0,589,0,"115,940.00",0,0,"4,882.00",0,0,0,0,0,"1,436.21",0,"498,465,157.00","276,886,391.00",0,"4,887.00",0,0,0,0,0,"1,202.00",0,"499,141,747.00","228,672,860.00",0
Cargolux Airlines International S.A,2023,"3,461.00",0,0,0,0,0,"5,424.91",0,"837,848,000.00","542,286,209.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,733.00",0,0,0,0,0,"4,711.16",0,"419,339,800.00","225,567,714.00",0,"1,728.00",0,0,0,0,0,"6,140.73",0,"418,508,200.00","316,718,495.00",0
Cargolux Italia SpA,2023,237,0,0,0,0,0,"5,460.21",0,"57,191,416.00","39,249,804.00",0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,"4,054.02",0,"25,894,000.00","13,347,556.00",0,130,0,0,0,0,0,"6,617.61",0,"31,297,416.00","25,902,248.00",0
Caribbean Airlines Limited,2023,"4,033.00","511,509.00","644,520.00",79.4,126.83,159.81,"1,951.21","1,961.58","454,675,055.00","1,855,531.00",0,0,0,0,0,0,0,0,0,0,0,0,"2,016.00","256,052.00","321,760.00",79.6,127.01,159.6,"1,951.11","1,967.78","226,533,577.00","417,272.00",0,"2,017.00","255,457.00","322,760.00",79.1,126.65,160.02,"1,951.31","1,955.37","228,141,478.00","1,438,259.00",0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2023,"1,999.00","61,775.00","309,895.00",19.9,30.9,155.03,398.61,396.47,"67,000,000.00",0,0,322,"8,292.00","49,910.00",16.6,25.75,155,871.3,773.72,"11,270,000.00",0,0,838,"32,348.00","129,890.00",24.9,38.6,155,306.81,330.71,"27,877,000.00",0,0,839,"21,135.00","130,095.00",16.2,25.19,155.06,308.88,349.12,"27,853,000.00",0,0
Cathay Pacific Airways Ltd.,2023,"11,645.00","1,109,869.00","1,255,784.00",88.4,95.31,107.84,"5,063.85","7,584.40","2,475,777,969.00","1,454,228,386.00",0,"3,163.00",0,0,0,0,0,"2,562.50",0,"845,394,000.00","563,095,563.00",0,"4,240.00","563,490.00","627,494.00",89.8,132.9,147.99,"5,995.63","7,588.09","815,085,874.00","359,991,616.00",0,"4,242.00","546,379.00","628,290.00",87,128.8,148.11,"5,997.62","7,580.60","815,298,095.00","531,141,207.00",0
Cavok Air LLC,2023,18,0,0,0,0,0,"2,045.00",0,"792,000.00","204,206.00",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,"2,108.36",0,"616,000.00","163,893.00",0,4,0,0,0,0,0,"1,823.25",0,"176,000.00","40,313.00",0
Cayman Airways Limited,2023,"2,129.00","206,370.00","339,680.00",60.8,96.93,159.55,850.29,841.56,"213,068,680.00","321,682.00",0,1,0,160,0,0,160,62,0,"100,100.00",0,0,"1,064.00","104,796.00","170,080.00",61.6,98.49,159.85,849.8,840.88,"106,172,880.00","283,877.00",0,"1,064.00","101,574.00","169,440.00",59.9,95.46,159.25,851.51,842.26,"106,795,700.00","37,805.00",0
Challenge Airlines (BE) S.A.,2023,434,0,0,0,0,0,"4,016.44",0,"104,073,200.00","50,525,421.00",0,3,0,0,0,0,0,852.33,0,"719,400.00","108,150.00",0,214,0,0,0,0,0,"4,038.78",0,"51,317,200.00","21,446,365.00",0,217,0,0,0,0,0,"4,038.15",0,"52,036,600.00","28,970,906.00",0
Chartright Air Inc.,2023,"2,009.00","6,354.00","16,103.00",39.5,3.16,8.02,830.18,898.96,"9,686,670.00",0,0,204,484,"1,632.00",29.7,2.37,8,500.09,601.53,"997,181.00",0,0,884,"2,800.00","7,005.00",40,3.17,7.92,868.78,932.89,"4,187,046.00",0,0,921,"3,070.00","7,466.00",41.1,3.33,8.11,866.25,914.91,"4,502,443.00",0,0
China Airlines Ltd.,2023,"9,483.00","865,621.00","1,017,366.00",85.1,91.28,107.28,"5,173.29","6,830.63","1,680,573,754.00","975,079,354.00",0,"2,616.00",0,0,0,0,0,"2,689.45",0,"573,935,218.00","357,922,896.00",0,"3,433.00","441,140.00","507,186.00",87,128.5,147.74,"6,140.75","6,823.09","533,522,833.00","210,139,974.00",0,"3,434.00","424,481.00","510,180.00",83.2,123.61,148.57,"6,098.28","6,838.46","573,115,703.00","407,016,484.00",0
China Cargo Airline,2023,"3,184.00",0,0,0,0,0,"5,877.62",0,"664,576,000.00","514,068,296.00",0,486,0,0,0,0,0,"2,846.00",0,"104,236,000.00","102,522,867.00",0,"1,349.00",0,0,0,0,0,"6,918.90",0,"275,341,000.00","138,085,397.00",0,"1,349.00",0,0,0,0,0,"5,928.53",0,"284,999,000.00","273,460,032.00",0
China Eastern Airlines,2023,420,"108,355.00","130,984.00",82.7,257.99,311.87,"6,702.76","6,787.66","64,408,080.00","11,759,065.00",0,11,"3,024.00","3,476.00",87,274.91,316,337,337,"1,500,400.00","151,795.00",0,199,"50,427.00","62,172.00",81.1,253.4,312.42,"6,894.79","7,002.65","30,663,600.00","3,440,189.00",0,210,"54,904.00","65,336.00",84,261.45,311.12,"6,854.24","6,945.50","32,244,080.00","8,167,081.00",0
China Southern Airlines,2023,"3,787.00","122,280.00","133,567.00",91.5,32.29,35.27,"6,499.77","7,407.11","876,335,967.00","490,743,526.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,883.00","62,346.00","67,510.00",92.4,33.11,35.85,"6,620.05","7,404.57","435,204,867.00","158,411,818.00",0,"1,904.00","59,934.00","66,057.00",90.7,31.48,34.69,"6,380.82","7,409.75","441,131,100.00","332,331,708.00",0
City Wings Inc dba Seaflight,2023,"2,696.00","15,371.00","24,264.00",63.3,5.7,9,45,45,"6,605,200.00",0,0,"2,696.00","15,371.00","24,264.00",63.3,5.7,9,45,45,"6,605,200.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comlux Aruba NV,2023,19,844,"1,929.00",43.8,44.42,101.53,"4,024.16","4,677.08","745,350.00",0,0,5,161,831,19.4,32.2,166.2,299,"1,235.00","334,570.00",0,0,7,347,549,63.2,49.57,78.43,"5,663.29","5,576.20","205,390.00",0,0,7,336,549,61.2,48,78.43,"5,045.86","5,397.86","205,390.00",0,0
"Comlux Malta, Ltd.",2023,39,178,642,27.7,4.56,16.46,"3,161.74","2,974.08","296,560.00",0,0,13,43,214,20.1,3.31,16.46,"1,599.15","2,012.30","100,980.00",0,0,14,73,231,31.6,5.21,16.5,"4,014.00","3,333.56","108,900.00",0,0,12,62,197,31.5,5.17,16.42,"3,860.25","3,217.85","86,680.00",0,0
CommuteAir LLC dba CommuteAir,2023,"72,240.00","3,101,801.00","3,612,000.00",85.9,42.94,50,396.99,399.52,"957,180,000.00",0,0,"71,619.00","3,076,652.00","3,580,950.00",85.9,42.96,50,396.45,399.09,"948,951,750.00",0,0,313,"13,130.00","15,650.00",83.9,41.95,50,458.98,450.76,"4,147,250.00",0,0,308,"12,019.00","15,400.00",78,39.02,50,459.06,453.93,"4,081,000.00",0,0
Compagnie Natl Air France,2023,"17,005.00","4,295,026.00","5,001,417.00",85.9,252.57,294.11,"4,324.88","4,347.18","1,811,222,482.00","310,350,217.00",0,12,"2,875.00","3,715.00",77.4,239.58,309.58,279.67,263.46,"1,276,289.00",0,0,"8,451.00","2,135,842.00","2,482,098.00",86,252.73,293.7,"4,322.51","4,348.32","898,650,786.00","99,070,012.00",0,"8,542.00","2,156,309.00","2,515,604.00",85.7,252.44,294.5,"4,332.91","4,351.50","911,295,407.00","211,280,205.00",0
Compania Panamena (Copa),2023,"20,609.00","2,955,737.00","3,338,630.00",88.5,143.42,162,"1,822.59","1,833.52","673,925,243.00",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,300.00","1,465,175.00","1,668,116.00",87.8,142.25,161.95,"1,822.68","1,837.04","336,144,536.00",0,0,"10,309.00","1,490,562.00","1,670,514.00",89.2,144.59,162.04,"1,822.49","1,830.06","337,780,707.00",0,0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),2023,"33,854.00","5,286,666.00","6,538,083.00",80.9,156.16,193.13,"1,463.10","1,467.54","1,594,917,878.00","1,881,808.00",0,0,0,0,0,0,0,0,0,0,0,0,"16,920.00","2,620,391.00","3,267,730.00",80.2,154.87,193.13,"1,463.04","1,466.83","797,137,267.00","1,112,796.00",0,"16,934.00","2,666,275.00","3,270,353.00",81.5,157.45,193.12,"1,463.16","1,468.25","797,780,611.00","769,012.00",0
Concierge U Ltd. d/b/a Jet Concierge Club,2023,75,312,"1,003.00",31.1,4.16,13.37,"3,413.44","3,178.61","101,400.00",0,0,15,67,197,34,4.47,13.13,"1,288.00","1,245.31","19,933.00",0,0,27,113,362,31.2,4.19,13.41,"3,775.59","3,452.04","36,277.00",0,0,33,132,444,29.7,4,13.45,"4,083.24","3,925.82","45,190.00",0,0
Condor Flugdienst,2023,"2,300.00","549,706.00","616,494.00",89.2,239,268.04,"4,871.03","4,892.74","210,513,269.00","12,515,644.00",0,20,"2,880.00","5,154.00",55.9,144,257.7,475.4,340.87,"1,355,766.00",0,0,"1,134.00","270,777.00","304,308.00",89,238.78,268.35,"4,912.37","4,914.15","104,832,726.00","3,671,201.00",0,"1,146.00","276,049.00","307,032.00",89.9,240.88,267.92,"4,906.83","4,919.22","104,324,777.00","8,844,443.00",0
DCA,2023,23,75,305,24.6,3.26,13.26,"3,579.48","3,480.79","111,191.00",0,0,4,14,52,26.9,3.5,13,"1,191.25",863.5,"17,716.00",0,0,11,37,146,25.3,3.36,13.27,"4,148.73","4,205.05","53,381.00",0,0,8,24,107,22.4,3,13.38,"3,990.88","3,890.96","40,094.00",0,0
DHL Aero Expresso,2023,"1,171.00",0,0,0,0,0,"2,257.61",0,"131,148,721.00","98,257,157.00",0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,"2,443.03",0,"63,235,822.00","44,348,839.00",0,587,0,0,0,0,0,"2,073.14",0,"67,912,899.00","53,908,318.00",0
Dassault Falcon Service,2023,27,61,387,15.8,2.26,14.33,"3,714.15","3,829.31","140,157.00",0,0,2,5,15,33.3,2.5,7.5,657.5,"1,294.00","5,977.00",0,0,13,29,193,15,2.23,14.85,"3,571.77","3,493.38","71,168.00",0,0,12,27,179,15.1,2.25,14.92,"4,377.83","4,659.63","63,012.00",0,0
Delta Air Lines Inc.,2023,"1,119,098.00","162,180,676.00","190,154,580.00",85.3,144.92,169.92,"1,184.30","1,352.05","52,876,079,388.00","772,838,047.00","88,311,590.00","984,153.00","137,180,591.00","160,967,095.00",85.2,139.39,163.56,941.29,999.92,"43,679,528,840.00","226,832,446.00","67,721,410.00","67,501.00","12,474,960.00","14,603,387.00",85.4,184.81,216.34,"2,957.31","3,273.50","4,600,016,289.00","168,094,214.00","14,997,495.00","67,444.00","12,525,125.00","14,584,098.00",85.9,185.71,216.24,"2,955.81","3,294.95","4,596,534,259.00","377,911,387.00","5,592,685.00"
Delux Public Charter LLC,2023,"34,328.00","713,241.00","1,029,840.00",69.3,20.78,30,466.81,458.44,"205,968,000.00",0,0,"33,719.00","703,003.00","1,011,570.00",69.5,20.85,30,457.53,450.7,"202,314,000.00",0,0,305,"5,328.00","9,150.00",58.2,17.47,30,980.99,986.3,"1,830,000.00",0,0,304,"4,910.00","9,120.00",53.8,16.15,30,980.32,993.47,"1,824,000.00",0,0
Dreamjet SAS Dba La Compagnie,2023,"1,256.00","70,292.00","95,956.00",73.3,55.96,76.4,"3,806.55","3,796.62","168,052,299.00",157,0,0,0,0,0,0,0,0,0,0,0,0,624,"35,701.00","47,924.00",74.5,57.21,76.8,"3,806.41","3,801.30","83,490,951.00",0,0,632,"34,591.00","48,032.00",72,54.73,76,"3,806.69","3,791.78","84,561,348.00",157,0
EUROWINGS DISCOVER GmbH,2023,"2,346.00","529,412.00","669,485.00",79.1,225.67,285.37,"4,670.27","4,703.14","213,289,942.00","21,304,537.00",0,13,"3,145.00","3,705.00",84.9,241.92,285,316.08,307.53,"1,182,926.00","134,164.00",0,"1,165.00","255,884.00","332,437.00",77,219.64,285.35,"4,692.53","4,724.11","106,308,688.00","7,152,454.00",0,"1,168.00","270,383.00","333,343.00",81.1,231.49,285.4,"4,696.52","4,734.43","105,798,328.00","14,017,919.00",0
"Eastern Airlines f/k/a Dynamic Airways, LLC",2023,248,"20,925.00","62,321.00",33.6,84.38,251.29,"1,230.13","1,637.12","22,664,800.00","105,972.00",0,109,"8,248.00","29,209.00",28.2,75.67,267.97,"1,062.06","1,218.95","11,070,990.00","15,949.00",0,68,"7,724.00","16,132.00",47.9,113.59,237.24,"1,347.57","2,096.37","5,649,450.00","7,151.00",0,71,"4,953.00","16,980.00",29.2,69.76,239.15,"1,375.66","1,617.31","5,944,360.00","82,872.00",0
Edelweiss Air Ag,2023,348,"83,430.00","109,380.00",76.3,239.74,314.31,"5,219.72","5,226.23","35,217,600.00","2,355,436.00",0,0,0,0,0,0,0,0,0,0,0,0,174,"39,929.00","54,690.00",73,229.48,314.31,"5,219.72","5,221.61","17,608,800.00","79,616.00",0,174,"43,501.00","54,690.00",79.5,250.01,314.31,"5,219.72","5,230.48","17,608,800.00","2,275,820.00",0
Egyptair,2023,"1,248.00","324,869.00","411,450.00",79,260.31,329.69,"5,680.67","5,678.46","99,014,431.00","16,642,144.00",0,0,0,0,0,0,0,0,0,0,0,0,624,"159,578.00","205,725.00",77.6,255.73,329.69,"5,680.67","5,677.65","48,313,755.00","7,127,614.00",0,624,"165,291.00","205,725.00",80.3,264.89,329.69,"5,680.67","5,679.25","50,700,676.00","9,514,530.00",0
El Al Israel Airlines Ltd.,2023,"3,991.00","912,211.00","1,053,599.00",86.6,228.57,263.99,"6,055.07","6,052.55","287,880,843.00","52,154,224.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,996.00","457,482.00","526,936.00",86.8,229.2,264,"6,055.32","6,044.72","145,479,781.00","24,076,986.00",0,"1,995.00","454,729.00","526,663.00",86.3,227.93,263.99,"6,054.82","6,060.42","142,401,062.00","28,077,238.00",0
Elitavia Malta Limited,2023,30,130,434,30,4.33,14.47,"2,678.80","2,510.34","87,842.00",0,0,9,38,136,27.9,4.22,15.11,944.56,"1,001.45","27,526.00",0,0,10,39,146,26.7,3.9,14.6,"3,735.50","3,718.38","29,550.00",0,0,11,53,152,34.9,4.82,13.82,"3,137.09","2,703.25","30,766.00",0,0
Ellis Air Taxi Inc.,2023,376,305,"1,464.00",20.8,0.81,3.89,102,99.1,"579,977.00","11,113.00","50,812.00",376,305,"1,464.00",20.8,0.81,3.89,102,99.1,"579,977.00","11,113.00","50,812.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emirates,2023,"10,574.00","3,362,118.00","4,270,536.00",78.7,317.96,403.87,"6,952.52","7,056.87","1,671,599,340.00","209,523,838.00",0,4,0,0,0,0,0,"1,440.00",0,"968,000.00","291,592.00",0,"5,287.00","1,570,203.00","2,128,002.00",73.8,296.99,402.5,"6,955.46","7,072.26","832,201,572.00","90,967,743.00",0,"5,283.00","1,791,915.00","2,142,534.00",83.6,339.19,405.55,"6,953.76","7,043.39","838,429,768.00","118,264,503.00",0
Empire Airlines Inc.,2023,"15,764.00",0,0,0,0,0,136.25,0,"104,261,098.00","37,085,344.00",0,"15,764.00",0,0,0,0,0,136.25,0,"104,261,098.00","37,085,344.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endeavor Air Inc.,2023,"214,222.00","12,796,617.00","15,865,917.00",80.7,59.74,74.06,422.18,428.63,"4,406,778,568.00",319,0,"197,766.00","11,807,652.00","14,650,139.00",80.6,59.71,74.08,423.06,429.94,"4,073,324,166.00",319,0,"8,230.00","511,304.00","608,058.00",84.1,62.13,73.88,411.4,411.37,"166,765,502.00",0,0,"8,226.00","477,661.00","607,720.00",78.6,58.07,73.88,411.8,414.87,"166,688,900.00",0,0
Envoy Air,2023,"241,425.00","14,342,580.00","17,727,919.00",80.9,59.41,73.43,541.34,550.19,"4,527,445,170.00","601,440.00",55,"225,818.00","13,427,298.00","16,561,299.00",81.1,59.46,73.34,534.48,543.41,"4,230,701,520.00","576,949.00",55,"7,808.00","457,848.00","583,616.00",78.5,58.64,74.75,641.23,649.26,"148,451,030.00","19,927.00",0,"7,799.00","457,434.00","583,004.00",78.5,58.65,74.75,640.07,650.01,"148,292,620.00","4,564.00",0
Estafeta Carga Aereas,2023,502,0,0,0,0,0,"1,276.00",0,"21,082,996.00","13,440,687.00",0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,"1,276.00",0,"10,583,496.00","5,620,818.00",0,251,0,0,0,0,0,"1,276.00",0,"10,499,500.00","7,819,869.00",0
Ethiopian Airlines,2023,"2,677.00","565,981.00","778,772.00",72.7,211.42,290.91,"7,086.91","7,113.48","137,903,123.00","23,166,685.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,334.00","272,695.00","386,221.00",70.6,204.42,289.52,"7,085.25","7,106.28","60,755,438.00","5,315,502.00",0,"1,343.00","293,286.00","392,551.00",74.7,218.38,292.29,"7,088.55","7,120.18","77,147,685.00","17,851,183.00",0
Etihad Airways,2023,"3,009.00","766,387.00","859,324.00",89.2,254.7,285.58,"6,855.71","7,039.70","225,632,190.00","70,549,310.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,503.00","380,895.00","428,329.00",88.9,253.42,284.98,"6,856.56","7,039.37","109,820,344.00","32,553,163.00",0,"1,506.00","385,492.00","430,995.00",89.4,255.97,286.19,"6,854.86","7,040.03","115,811,846.00","37,996,147.00",0
Eva Airways Corporation,2023,"10,734.00","2,044,003.00","2,239,454.00",91.3,190.42,208.63,"6,038.33","6,897.59","1,702,026,964.00","732,676,081.00",0,"1,605.00",0,0,0,0,0,"2,842.90",0,"343,970,000.00","221,429,975.00",0,"4,565.00","1,024,303.00","1,121,145.00",91.4,224.38,245.6,"6,639.87","6,892.44","672,222,584.00","175,820,605.00",0,"4,564.00","1,019,700.00","1,118,309.00",91.2,223.42,245.03,"6,560.38","6,902.76","685,834,380.00","335,425,501.00",0
Executive Express dba Ravn Connect,2023,469,"2,566.00","3,977.00",64.5,5.47,8.48,148.44,125.43,"2,110,500.00","58,139.00",214,469,"2,566.00","3,977.00",64.5,5.47,8.48,148.44,125.43,"2,110,500.00","58,139.00",214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAI rent-a-jet AG,2023,273,902,"3,278.00",27.5,3.3,12.01,"3,714.22","3,887.47","685,526.00","26,274.00",0,14,59,185,31.9,4.21,13.21,"1,143.50","1,044.15","37,038.00",0,0,128,450,"1,620.00",27.8,3.52,12.66,"3,996.85","4,198.74","324,326.00",0,0,131,393,"1,473.00",26.7,3,11.24,"3,712.80","3,957.91","324,162.00","26,274.00",0
"FOX AIRCRAFT, LLC",2023,"14,357.00","25,404.00","100,521.00",25.3,1.77,7,68.83,74.18,"21,062,958.00","808,719.00",0,"14,357.00","25,404.00","100,521.00",25.3,1.77,7,68.83,74.18,"21,062,958.00","808,719.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast Colombia SAS d/b/a Viva Colombia,2023,150,"23,243.00","27,900.00",83.3,154.95,186,"1,413.47","1,413.11","5,640,052.00",0,0,0,0,0,0,0,0,0,0,0,0,0,75,"10,667.00","13,950.00",76.5,142.23,186,"1,413.47","1,411.89","2,820,026.00",0,0,75,"12,576.00","13,950.00",90.2,167.68,186,"1,413.47","1,414.15","2,820,026.00",0,0
Federal Express Corporation,2023,"273,984.00",0,0,0,0,0,916.4,0,"25,327,468,091.00","12,401,320,276.00","2,029.00","244,143.00",0,0,0,0,0,705.92,0,"21,065,001,703.00","10,217,078,226.00","2,029.00","14,839.00",0,0,0,0,0,"2,550.60",0,"2,130,211,185.00","907,901,747.00",0,"15,002.00",0,0,0,0,0,"2,725.42",0,"2,132,255,203.00","1,276,340,303.00",0
Finnair Oy,2023,"1,916.00","397,490.00","545,018.00",72.9,207.46,284.46,"4,732.94","4,720.51","192,194,732.00","33,182,593.00",0,0,0,0,0,0,0,0,0,0,0,0,958,"191,056.00","272,509.00",70.1,199.43,284.46,"4,732.94","4,700.61","89,454,079.00","9,198,007.00",0,958,"206,434.00","272,509.00",75.8,215.48,284.46,"4,732.94","4,738.93","102,740,653.00","23,984,586.00",0
Flair Airlines Ltd.,2023,"4,521.00","635,413.00","853,165.00",74.5,140.55,188.71,"1,149.53","1,137.33","676,282,067.00",0,0,2,68,378,18,34,189,118,118,"304,920.00",0,0,"2,253.00","325,328.00","425,161.00",76.5,144.4,188.71,"1,149.22","1,137.41","336,716,490.00",0,0,"2,266.00","310,017.00","427,626.00",72.5,136.81,188.71,"1,150.76","1,137.46","339,260,657.00",0,0
Flightcraft Air Charter Ltd dba KF Aeroflyer,2023,1,89,119,74.8,89,119,"1,040.00","1,040.00","25,575.00","1,778.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,119,74.8,89,119,"1,040.00","1,040.00","25,575.00","1,778.00",0
Flightworx Aviation Ltd,2023,7,516,630,81.9,73.71,90,"5,121.86","4,917.36","259,207.00","76,730.00",0,1,94,96,97.9,94,96,"1,514.00","1,514.00","63,197.00","18,797.00",0,4,262,363,72.2,65.5,90.75,"5,221.75","5,222.11","128,202.00","39,136.00",0,2,160,171,93.6,80,85.5,"6,726.00","6,417.83","67,808.00","18,797.00",0
Fly PLAY ehf,2023,"2,438.00","393,345.00","473,399.00",83.1,161.34,194.18,"2,618.22","2,615.91","389,753,661.00","2,038,624.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,216.00","194,245.00","236,103.00",82.3,159.74,194.16,"2,617.87","2,615.24","192,052,101.00",389,0,"1,222.00","199,100.00","237,296.00",83.9,162.93,194.19,"2,618.58","2,616.57","197,701,560.00","2,038,235.00",0
Flying Group Lux S.A.,2023,20,39,266,14.7,1.95,13.3,"2,447.10","2,782.36","116,869.00",0,0,8,12,98,12.2,1.5,12.25,579.38,749.58,"43,057.00",0,0,5,12,70,17.1,2.4,14,"3,900.40","3,928.17","30,755.00",0,0,7,15,98,15.3,2.14,14,"3,543.57","3,491.93","43,057.00",0,0
Flying Service N.V.,2023,78,234,"1,003.00",23.3,3,12.86,"2,997.91","2,914.18","388,386.00",0,0,24,68,270,25.2,2.83,11.25,951.63,950.78,"103,431.00",0,0,28,84,374,22.5,3,13.36,"3,671.71","3,361.87","149,807.00",0,0,26,82,359,22.8,3.15,13.81,"4,161.15","4,083.76","135,148.00",0,0
